Name of the interviewer,Select village,What category of respondent are you interviewing?,"1. Introduce yourself (say your name and where you have come from)
2. Introduce the project, stating that it is a stuent project and that you are mainly interested in their preferences for different meat, including beef and chicken.
3. Hand out the consent form. Continue if they agree to partake and thus sign the form.",What is the respondent's sex?,What is the respondent's ethnicity?,What is the year of birth of the respondent?,African brush-tailed porcupine,African buffalo,African civet (bush dog),African clawless otter,African dwarf crocodile,African elephant,African golden cat,African palm civet (civet),African palm weevil,African slender-snouted crocodile,Aquatic snails (nkonkor),Ball python,Bat,Bates' pygmy antelope,Bay duiker,Beef (cow),Black guineafowl,Black-bellied pangolin,Blue duiker (frutambo),Bushfowl,Calabar angwantibo,Cameroon red-eared monkey,Carp,Catfish,Central African rock python,Chameleon,Chicken,Chicken egg,Chimpanzee,Cobra,Common periwinkle,Cricket,Cross River gorilla,Crowned monkey,Cusimanse,Dog,Dried anchovies,Drill,Duck,Eagle,Freshwater crab,Freshwater shrimp and prawn,Frog and toads,Gaboon viper,Galago (or bushbaby),Genet (crested and Cape),Giant ground pangolin,Giant land snail,Giant pouched rat,Goat,Grasshopper,Greater cane rat (cutting grass),Guinea-pig,Harnessed bushbuck,Hawk and Kite,Helmeted guineafowl,Hornbill,Hyrax,Leopard,Lobster,Mamba,Mona monkey,Mongoose,Nile crocodile,Nile Monitor,Ogilby's duiker,Owl,Parrot,Patas monkey,Pigeon,Pork,Potto,Preuss's monkey,Preuss's red colobus (Colobus monkey),Putty-nosed monkey,Rabbit,Ratel (honey badger),Red river hog,Red-capped mangabey,Sardine and pilchard,Sclater's monkey,Sheep,Shrew (okornor),Sitatunga,Small bird,Spotted-necked otter,Squirrel,Stock fish,Termite,Tilapia,Tortoise,Turaco,Turkey,Turtle,Vulture,Water chevrotain,West African mackerel (ice fish),White-bellied pangolin,Yellow-backed duiker,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Dominic,Okwangwo,Market,Yes,Male,Boki,2000,10,10,999,999,9,10,999,4,999,9,1,8,2,999,6,10,999,10,10,999,4,999,3,3,8,999,10,2,999,8,1,999,999,999,4,10,3,999,999,999,1,10,999,8,4,4,999,1,10,10,999,10,999,999,7,7,7,999,999,2,8,10,4,999,9,6,999,999,999,999,5,4,999,999,999,999,999,10,10,999,999,999,6,999,999,999,4,3,999,999,5,7,1,5,999,6,7,10,999,187221401,8bdb5122-2b3d-471a-b36a-82aed6c46de3,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,342
Dominic,Okwangwo,Market,Yes,Female,Boki,2000,10,999,999,999,9,999,999,9,999,9,999,999,999,9,10,9,7,10,6,6,999,999,10,10,999,999,10,10,999,999,8,999,999,10,999,8,1,10,999,999,8,10,999,999,5,9,999,10,2,7,999,10,999,999,999,9,10,999,999,10,999,10,9,999,2,6,999,999,999,999,5,5,999,999,999,999,999,10,999,999,999,999,999,999,999,999,9,10,1,9,8,10,10,8,999,7,4,8,999,187221456,58b9f45c-76f6-4b0c-a003-5137ac6548f6,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,345
Ebri,Okwa II,Household,Yes,Female,Boki,2000,4,999,999,999,999,999,999,5,999,999,999,999,999,999,999,10,999,7,999,999,999,999,6,6,999,999,9,3,999,999,5,999,999,999,10,999,999,999,1,999,6,999,999,999,999,999,7,2,4,10,999,3,999,999,999,999,4,5,999,999,999,8,999,999,7,10,999,999,999,999,8,999,999,999,8,999,999,2,999,999,999,999,999,999,999,999,999,6,999,999,999,999,1,999,999,999,2,999,999,187221760,685dabae-adf6-45dd-9ec0-1f3592ae8e35,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,371
Ebri,Butatong,Household,Yes,Female,Boki,2000,10,999,999,999,6,5,999,4,999,9,999,9,1,5,999,7,999,10,9,3,999,1,7,10,10,999,10,7,999,9,7,1,999,999,999,1,9,999,1,999,9,10,999,5,3,999,999,10,1,6,999,9,999,8,999,8,3,999,999,7,6,999,999,4,999,2,999,999,999,999,10,4,999,999,999,999,999,10,999,999,999,999,5,999,999,999,4,10,9,999,6,999,10,999,999,999,10,9,999,187240787,d5134462-1176-479f-9118-e8c3028e96ed,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,407
Ebri,Okwangwo,Household,Yes,Female,Boki,2000,10,999,999,999,4,999,999,5,999,999,999,10,999,999,9,10,999,3,1,999,999,4,8,8,6,999,10,10,999,3,3,999,999,8,6,999,5,999,999,999,1,1,999,6,999,999,999,2,999,3,999,7,2,999,999,999,999,999,999,999,10,4,999,999,999,9,999,999,999,999,6,5,999,999,999,999,999,10,999,999,999,999,999,999,999,999,7,1,999,999,999,999,999,999,999,999,999,2,999,187241601,648e9e77-6c9f-4770-9804-cd2eef79989a,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,426
Ebri,Okwa II,Household,Yes,Female,Boki,2000,7,999,999,999,999,999,999,999,999,999,2,999,5,999,4,8,999,10,7,9,10,999,4,4,999,999,3,3,999,999,4,999,999,999,10,999,6,999,6,1,5,4,999,999,999,2,999,2,7,1,3,8,999,5,999,3,9,999,999,8,5,999,7,999,2,8,999,999,999,999,6,999,999,999,999,5,999,1,999,1,999,999,3,999,1,999,10,4,1,2,5,999,6,999,999,999,1,7,4,187241997,95cadd3d-049e-4f60-b939-c7c3bf3581bd,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,463
Ben,Okwangwo,Hunter,Yes,Male,Boki,2000,9,999,7,999,999,3,8,999,5,999,7,5,999,9,9,5,999,10,6,1,7,8,4,4,5,999,5,6,7,7,5,999,999,6,9,8,4,999,7,999,6,5,999,5,8,8,999,8,6,10,999,10,999,999,999,999,999,999,999,6,5,6,999,999,7,5,999,999,999,999,9,7,999,8,8,999,999,7,9,999,999,999,4,999,999,999,7,4,999,9,8,999,8,999,999,999,9,10,999,187290195,2cde8848-82c1-486d-9720-4f8c22f1a2f3,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,497
Ben,Utanga,Hunter,Yes,Male,Other,2000,6,999,999,999,999,999,999,999,8,999,999,5,1,999,999,9,999,9,999,999,999,10,8,10,999,999,10,7,999,999,999,999,999,999,999,10,3,999,10,3,1,3,999,10,999,4,999,1,7,3,999,6,999,6,1,999,1,999,999,999,8,999,999,999,10,999,999,999,999,999,6,999,999,8,999,2,999,4,999,999,999,999,5,999,1,999,2,2,1,999,10,999,999,999,999,999,9,10,999,187290676,642023d4-401a-4216-8f15-4649dee56645,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,559
Ben,Utanga,Hunter,Yes,Male,Other,2000,10,999,999,999,999,999,999,999,999,999,999,5,1,999,999,2,999,5,999,999,999,7,9,9,4,999,8,6,999,999,999,999,999,999,999,5,9,999,4,999,6,6,999,10,999,999,999,1,999,9,999,8,999,999,4,3,3,999,999,999,10,999,999,999,10,999,2,999,999,999,4,999,999,7,999,2,999,10,7,999,999,999,999,999,4,999,10,8,8,8,5,999,3,999,999,999,9,5,999,187290691,907512fb-6e75-4615-ab2e-a24a1299eeb5,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,561
Dominic,Obung,Market,Yes,Female,Ejagham,2001,10,6,999,999,999,999,999,999,999,999,999,999,999,7,999,8,999,999,999,999,999,9,9,10,999,999,10,8,999,999,9,999,999,999,999,999,9,999,999,999,999,7,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,999,999,5,999,9,999,999,999,7,999,999,999,999,999,2,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,10,1,999,999,999,999,999,999,999,10,999,999,183369167,f26eecf5-a1e9-4b06-8170-66fbb633ac32,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,179
Dominic,Okwangwo,Market,Yes,Male,Boki,2001,10,999,10,999,10,10,3,10,999,10,8,7,999,999,10,10,10,10,10,999,3,10,10,10,7,999,10,10,10,7,10,999,10,10,999,999,8,10,999,999,999,999,999,7,999,10,10,10,999,10,999,10,999,10,999,10,999,999,999,999,7,10,7,999,10,10,999,999,999,999,999,999,10,10,10,999,999,10,10,999,999,999,7,999,999,999,999,10,999,999,1,10,8,3,999,10,10,10,999,187221464,d90cc37f-5db6-4adf-b992-3209c4a9cdd2,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,346
Ebri,Okwangwo,Household,Yes,Female,Boki,2001,10,999,999,999,7,999,999,8,999,999,6,1,999,999,4,9,999,10,5,999,6,9,8,10,1,999,7,9,4,1,8,999,999,5,999,999,6,999,999,999,6,9,999,6,999,999,999,8,999,8,999,3,9,999,999,999,999,999,999,999,1,2,999,4,999,7,999,999,999,999,999,4,999,999,999,999,999,10,999,999,999,999,2,999,999,999,999,9,999,999,7,999,999,999,999,999,999,10,999,187241194,10c482ad-6e47-4cfc-a3a3-e695762fa0d5,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,424
Ebri,Okwa I,Household,Yes,Female,Boki,2001,6,999,999,999,999,999,999,999,999,999,5,10,999,999,999,999,999,5,999,999,999,999,9,8,10,999,9,7,999,10,5,999,999,999,1,6,5,999,7,999,7,8,9,10,999,999,999,6,999,10,999,8,999,999,999,999,4,999,999,6,10,6,7,8,3,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,2,7,999,999,5,999,999,4,999,6,5,6,1,187241859,36cf839c-e451-4597-a0ab-aabab7f0ede5,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,451
Ben,Okwangwo,Hunter,Yes,Male,Boki,2001,10,999,999,999,6,999,2,6,8,1,7,3,999,4,7,1,999,10,999,999,8,999,8,4,2,999,10,10,999,999,999,999,999,999,999,8,1,5,999,999,8,10,999,7,999,999,999,9,2,5,999,10,999,999,999,999,4,999,999,8,4,8,999,999,999,9,999,999,999,999,10,999,999,999,999,999,999,5,999,999,999,999,10,999,999,999,999,10,999,999,999,5,999,999,999,3,10,9,999,187290210,d04502ff-2927-4eee-a087-b2107dea7cf8,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,499
Ben,Okwangwo,Hunter,Yes,Male,Boki,2001,6,8,999,999,999,999,3,9,9,999,8,1,999,999,999,9,999,10,999,3,999,999,3,2,1,999,5,4,999,999,8,999,999,999,7,9,3,999,999,999,4,10,999,1,999,999,999,9,2,7,999,10,999,999,999,9,3,999,999,10,1,10,4,999,5,2,999,999,999,999,8,4,999,999,999,999,999,6,999,9,999,999,999,999,999,999,999,10,999,999,10,7,8,5,999,999,7,8,999,187290223,b373f427-40f8-401d-b2fd-1de8d8c99385,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,501
Ben,Utanga,Hunter,Yes,Male,Other,2001,10,999,999,999,999,999,999,999,999,999,999,4,3,999,999,8,999,10,999,999,999,4,10,9,999,999,10,8,999,999,999,999,999,999,999,10,1,999,1,2,2,8,999,9,999,9,999,4,5,3,999,10,999,4,1,999,6,999,999,999,9,999,999,999,9,999,999,999,999,999,8,999,999,5,999,7,999,10,999,999,999,999,2,999,3,999,1,999,999,999,10,999,999,999,999,999,6,10,999,187290659,89e1b39d-878a-4aa2-8791-e16889fb1634,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,556
Dominic,Mkpot 1,Market,Yes,Female,Ejagham,2002,10,999,999,999,999,999,999,999,999,9,9,999,999,10,9,999,999,10,999,10,9,999,10,9,999,999,9,10,999,999,9,999,999,999,10,999,10,9,999,999,8,10,999,999,999,9,10,10,10,10,999,10,999,999,999,999,999,999,999,9,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,10,10,999,999,999,999,999,999,999,9,10,10,999,10,999,999,999,999,999,999,10,999,177435466,55b2e1e3-63de-4254-b55b-cc23f5a40b8d,21/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,58
Dominic,Iko Esai,Market,Yes,Female,Ejagham,2002,10,999,7,2,4,999,999,6,999,999,1,9,999,999,8,10,7,8,3,999,8,999,7,9,6,999,1,2,999,5,2,999,999,999,10,6,999,999,1,999,4,4,999,6,6,2,8,4,9,2,999,1,999,999,4,999,9,10,999,999,7,8,4,999,5,1,3,999,999,999,999,8,6,999,5,5,999,999,999,999,999,999,6,999,999,999,3,9,7,999,999,999,999,999,999,5,3,3,999,183369280,9b787cb5-6c9d-416d-af7d-b5bc4d0b4bce,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,198
Dominic,Iko Esai,Market,Yes,Female,Ejagham,2002,10,999,999,999,999,999,999,999,999,999,999,999,2,999,999,8,999,9,6,999,999,999,7,8,3,999,6,6,999,999,2,999,999,999,999,5,999,999,999,999,3,8,999,4,999,999,999,9,3,6,999,8,999,7,999,999,999,999,999,5,999,999,999,5,999,999,999,999,999,999,999,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,8,3,999,3,999,999,999,999,999,7,10,999,183369291,ce30663f-bbe1-490b-b707-183401b4807e,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,201
Ebri,Ochon,Household,Yes,Female,Other,2002,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,6,999,999,999,999,999,999,9,10,999,999,10,10,999,999,10,999,999,999,999,999,7,999,999,999,6,9,3,999,999,999,999,10,999,9,999,999,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,2,5,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,7,4,999,999,999,1,999,999,999,999,999,999,183739646,6aa322ea-c4ed-48fa-bce4-3356e135a8f9,12/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,248
Ebri,Bamba,Household,Yes,Female,Boki,2002,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,10,999,999,9,999,999,999,10,3,999,999,999,5,999,999,999,999,10,999,999,999,3,10,999,999,999,999,999,999,1,10,999,9,999,999,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,9,999,10,999,999,999,999,999,999,999,999,999,3,5,999,999,999,999,999,999,999,999,999,999,184791585,7f9d96d7-eb06-4a9d-8411-bbb37356a022,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,281
Dominic,Okwa II,Market,Yes,Female,Boki,2002,2,999,999,999,999,2,999,999,999,999,999,999,999,999,999,999,999,5,999,999,999,999,5,9,999,999,3,3,999,999,999,999,999,999,999,999,7,999,999,999,1,9,999,999,999,999,999,6,5,4,999,8,999,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,6,999,2,7,999,999,999,999,999,3,999,999,187221930,8c9e1abc-bd33-4bfc-9898-f7dfa62a0f60,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,391
Ebri,Butatong,Household,Yes,Female,Boki,2002,5,999,999,999,999,999,6,999,999,999,4,5,9,999,999,3,999,10,999,999,999,999,9,2,10,999,10,9,999,999,8,1,999,999,999,999,4,999,1,999,1,10,7,7,2,3,999,10,999,4,1,10,999,2,999,9,999,999,999,9,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,8,1,999,999,8,999,7,999,999,999,10,5,999,187240740,6f1bfd21-acbb-48e1-82db-534f0efa2641,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,405
Ebri,Okwa I,Household,Yes,Female,Boki,2002,5,999,999,999,999,5,999,999,999,999,3,999,4,7,8,6,999,999,999,6,7,999,6,6,999,999,10,10,999,999,6,3,999,999,999,10,2,999,3,999,2,8,999,5,999,999,999,4,5,10,999,10,999,2,3,4,6,7,999,9,4,999,999,6,9,7,999,999,999,999,9,3,999,999,999,999,999,9,999,2,999,999,1,999,3,999,1,4,999,5,8,1,6,999,999,7,8,999,1,187241790,d6de8a7d-b6f1-491a-b84a-ca00914cd603,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,448
Ebri,Utanga,Household,Yes,Female,Other,2002,10,999,999,999,999,999,999,999,999,999,999,10,10,8,6,10,999,999,999,10,999,999,10,10,9,999,10,5,999,2,1,4,999,999,999,999,3,999,999,999,2,9,999,6,999,999,999,10,999,10,10,10,999,2,999,9,999,999,999,999,4,999,999,999,999,7,999,999,999,999,8,999,999,999,999,10,999,10,999,999,999,10,999,999,999,999,8,5,7,3,999,999,999,3,999,999,999,10,999,187242062,9d9ed1ae-204a-4646-af9f-083759876ae2,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,472
Ben,Utanga,Hunter,Yes,Male,Other,2002,5,999,999,999,999,999,999,5,4,999,7,10,2,6,9,10,999,10,999,4,999,6,10,10,9,999,9,4,9,9,1,3,7,999,999,10,6,9,999,999,3,10,999,10,999,999,999,7,9,10,999,4,999,999,999,4,2,999,999,999,9,9,6,999,10,7,5,999,999,999,9,999,999,1,8,9,999,10,9,999,999,999,999,999,4,999,5,6,2,999,8,999,999,8,999,999,10,5,999,187290722,88497e19-ea25-4d50-a8e3-81129f8645ba,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,565
Dominic,Iko Esai,Market,Yes,Female,Ejagham,2003,10,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,999,999,999,999,999,999,999,999,999,999,9,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,999,183369277,54454c65-da98-4d1e-bac8-8fcf2469a4f0,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,197
Dominic,Agoi Ibami,Market,Yes,Female,Yakurr,2003,10,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5,999,999,999,999,999,999,7,7,999,999,10,6,999,999,4,999,999,999,999,8,3,999,999,999,7,8,999,999,999,999,999,4,6,9,999,8,999,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5,1,999,999,999,999,999,999,999,6,999,999,183369310,e9a8a549-5769-42c4-9562-29ca2d454ab1,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,211
Dominic,Abo Ogbagante,Market,Yes,Female,Boki,2003,10,999,999,999,2,6,999,999,999,999,10,2,999,999,999,3,999,5,999,999,999,999,8,8,999,999,7,10,999,999,6,999,999,999,6,1,999,999,999,999,10,4,999,1,999,999,999,9,999,6,999,999,999,2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5,999,2,999,999,999,999,9,999,999,999,999,999,999,999,999,999,10,999,999,999,999,1,999,999,999,6,1,999,184270074,4d1033c5-6a2d-4a78-aabd-08a741a9c42d,14/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,266
Ebri,Abo Ogbagante,Household,Yes,Female,Boki,2003,10,999,999,999,999,999,999,999,999,999,4,999,999,7,999,6,999,10,999,999,999,999,4,4,999,999,9,10,999,999,9,999,999,999,6,999,4,999,999,999,4,9,999,999,999,999,9,999,5,8,999,9,999,999,999,999,999,999,999,3,999,999,999,999,8,999,999,999,999,999,5,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,2,6,1,999,999,999,10,999,999,999,5,10,999,184791515,c9b65b68-b323-4b40-9d0e-7e8902a8b655,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,268
Dominic,Bamba,Market,Yes,Female,Boki,2003,8,10,999,999,8,10,999,999,999,999,10,999,999,999,10,10,999,10,999,999,999,999,8,8,999,999,10,8,999,999,8,999,999,999,999,8,999,999,999,999,8,10,999,999,999,999,999,8,999,10,999,10,999,10,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,8,999,999,999,999,10,999,10,999,999,8,10,999,999,10,10,999,184795189,4c681090-2af0-4520-ba63-b0e461351e5d,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,290
Ben,Abo Ogbagante,Hunter,Yes,Male,Boki,2003,10,999,3,999,999,999,8,6,2,6,3,999,999,999,8,4,999,5,10,9,999,999,2,2,999,999,3,4,999,999,999,999,999,999,3,8,999,999,999,999,999,999,999,7,2,999,999,9,4,9,999,8,999,999,999,999,999,999,999,999,7,999,999,999,10,999,999,999,999,999,999,999,999,999,999,999,999,10,999,2,999,999,999,999,999,999,7,9,1,5,3,999,999,999,999,999,8,999,999,184801057,d66e0ed0-6642-4fef-9c58-24477216381b,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,301
Dominic,Okwa I,Market,Yes,Female,Boki,2003,8,999,999,999,999,999,999,999,3,999,999,4,999,10,999,6,999,10,999,999,999,999,3,7,999,999,2,1,999,999,999,999,999,999,999,2,999,999,999,999,1,8,999,10,999,999,999,5,999,999,999,3,999,999,999,5,999,999,999,7,999,999,999,999,999,999,999,999,999,999,5,999,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,6,999,999,999,999,999,999,999,999,4,7,999,187221727,93634309-3eb7-4c7b-a08b-f660ca15db77,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,368
Dominic,Okwa I,Market,Yes,Female,Boki,2003,9,999,999,999,999,999,999,999,999,999,999,999,999,6,999,8,999,999,999,999,999,999,2,999,7,999,10,6,999,999,999,999,999,999,999,5,4,999,999,999,999,4,999,7,999,999,999,3,10,999,999,9,999,999,999,999,999,999,999,999,1,999,999,999,4,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,999,5,999,999,999,2,999,999,999,999,999,999,999,999,999,1,6,999,187221740,c92796f9-034c-41c2-b77a-c5961b053599,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,369
Ebri,Okwa I,Household,Yes,Female,Boki,2003,10,999,6,7,999,999,999,999,999,999,1,999,999,999,999,1,999,9,9,999,999,999,5,7,2,999,6,10,999,999,6,999,999,5,8,10,2,999,999,999,9,7,999,3,999,999,999,8,8,1,999,10,999,999,999,999,9,999,999,5,4,999,999,999,5,6,999,999,999,999,9,999,999,999,999,999,999,5,999,999,999,999,999,999,999,999,6,10,999,999,8,999,999,999,999,999,7,9,999,187241780,f40c95b2-0a1e-4e7f-b847-57c2140edb2e,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,447
Ebri,Utanga,Household,Yes,Female,Other,2003,10,999,999,999,999,999,999,999,999,999,3,5,999,999,10,8,999,999,999,4,999,7,8,10,8,999,7,1,999,6,5,999,999,999,5,999,5,999,999,999,999,4,10,8,999,999,999,999,8,5,999,10,1,3,999,999,999,2,999,999,999,999,999,999,3,999,999,999,999,999,6,999,999,999,999,2,999,4,999,5,999,999,3,999,999,999,6,4,999,999,999,999,999,999,999,999,10,999,5,187242046,312fcc38-e32f-464a-af6e-3aab08dfee90,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,470
Ben,Okwa I,Hunter,Yes,Male,Boki,2003,8,999,999,999,999,999,8,10,999,999,3,6,999,10,999,4,999,10,5,2,999,999,6,4,7,999,10,7,999,8,1,999,999,999,10,10,999,999,2,999,999,6,999,7,9,999,999,5,3,10,999,10,999,999,999,999,9,999,999,1,4,999,8,999,7,9,999,999,999,999,5,3,999,999,999,999,999,10,999,999,999,999,5,999,999,999,10,9,999,10,4,8,999,3,999,6,8,9,999,187290344,c593ce0f-c125-4f6e-b0a4-a5755b02bedc,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,520
Ben,Okwa I,Hunter,Yes,Male,Boki,2003,10,999,999,999,999,10,999,999,9,999,5,1,999,999,999,6,999,999,7,999,999,999,8,8,1,999,5,5,10,1,8,999,999,999,999,7,999,9,999,999,999,8,999,1,999,999,999,5,9,8,999,3,999,999,999,999,2,999,999,8,1,999,999,999,4,999,999,999,999,999,7,999,999,999,999,999,999,10,999,6,999,999,999,999,999,999,999,8,999,9,999,999,999,999,999,999,7,999,999,187290376,e00777a7-4e15-4cb3-810f-286886bd171d,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,524
Ben,Okwa II,Hunter,Yes,Male,Boki,2003,10,7,999,1,7,6,999,10,999,999,10,8,999,4,1,10,2,10,10,10,5,999,10,10,8,999,10,9,9,8,10,999,999,999,3,10,999,999,8,999,10,10,999,8,10,999,999,10,999,6,9,10,999,999,999,999,999,999,999,5,10,9,9,999,10,9,999,999,999,999,5,10,999,999,999,999,999,7,999,999,999,7,999,999,999,999,9,999,999,7,10,999,8,999,999,999,10,10,999,187290473,9ee8139b-2f3c-4aaf-9731-0c1595776a56,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,538
Ben,Utanga,Hunter,Yes,Male,Other,2003,10,999,999,999,999,999,999,999,5,999,999,10,10,999,999,3,999,7,999,999,999,1,10,10,999,999,10,2,999,999,999,999,999,999,999,10,4,999,10,4,3,3,999,1,999,10,999,10,7,4,999,10,999,5,5,999,2,999,999,999,8,999,999,999,10,999,999,999,999,999,10,999,999,3,999,2,999,10,999,2,999,999,10,999,6,999,6,10,999,3,10,999,999,999,999,999,8,1,999,187290670,cff12ee4-b7c7-44b9-8236-0626e41d7432,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,558
Dominic,Ifumkpa,Market,Yes,Female,Ejagham,2004,10,999,999,999,10,999,2,999,1,9,999,999,999,999,5,4,7,3,999,999,999,7,7,999,8,999,10,10,999,999,1,999,999,999,999,7,999,8,999,999,2,999,999,8,999,999,9,999,999,3,999,4,999,999,999,1,999,999,999,999,999,999,999,8,999,5,999,999,999,999,999,999,999,7,999,999,999,999,7,999,999,999,999,999,999,999,999,7,999,999,999,999,999,7,999,999,8,5,999,183369188,2d58e306-de16-4340-8251-4aaa10e379b3,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,188
Dominic,Agoi Ibami,Market,Yes,Female,Yakurr,2004,10,3,4,999,999,3,3,999,999,999,5,3,999,999,999,3,999,999,3,999,999,999,4,3,3,999,8,6,999,3,7,999,999,999,5,999,3,999,2,999,5,5,999,2,999,2,999,1,999,6,999,8,999,3,999,4,999,999,999,3,3,999,999,999,999,2,999,999,999,999,9,999,999,999,999,999,999,9,999,999,999,5,999,999,999,999,999,3,5,999,5,999,9,999,999,999,8,999,5,183369308,279b2fd6-ffed-43cf-9d0a-bb77a0c02e77,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,210
Dominic,Abo Ogbagante,Market,Yes,Female,Boki,2004,10,999,999,999,999,999,999,8,999,999,999,9,999,999,999,8,999,999,999,999,999,999,4,7,1,999,9,5,999,999,8,999,999,999,999,999,999,999,999,999,8,999,999,999,999,999,999,10,999,4,999,9,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,9,999,999,999,999,999,999,9,999,999,999,999,999,999,999,999,6,999,999,3,999,999,999,999,999,5,6,999,184270023,663c2de2-7024-4c6a-b39e-f08bd8e16f81,14/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,259
